编码,名称,别名,药品类型,剂型,制剂规格,制剂单位,含量数值,含量单位,储藏方式,处方药,基本药物,抗菌药,抗菌药等级,需要皮试,默认剂量,默认剂量单位,默认给药途径,默认频次,慢病用药,允许单开,状态
MED-2026-W074-01,羟考酮（缓释片）,Oxycodone,WESTERN,TABLET,5mg 、10mg 、40mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W074-02,羟考酮（注射液）,Oxycodone,WESTERN,INJECTION,1ml ∶10mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W075-01,普瑞巴林（胶囊）,Pregabalin,WESTERN,CAPSULE,75mg 、150mg,粒,75,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W075-02,普瑞巴林（口服溶液剂）,Pregabalin,WESTERN,ORAL_LIQUID,100ml ∶2g,瓶,100,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W076-01,对乙酰氨基酚（片剂）,Paracetamol,WESTERN,TABLET,0.3g 、0.5g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,PRN,否,是,ACTIVE
MED-2026-W076-02,对乙酰氨基酚（口服溶液剂）,Paracetamol,WESTERN,ORAL_LIQUID,100ml ∶2.4g颗粒剂、混悬液、干混悬剂、栓剂,瓶,100,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,PRN,否,是,ACTIVE
MED-2026-W077-01,阿司匹林（片剂）,Aspirin,WESTERN,TABLET,0.3g 、0.5g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W077-02,阿司匹林（肠溶片）,Aspirin,WESTERN,TABLET,0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W078-01,布洛芬（片剂）,Ibuprofen,WESTERN,TABLET,片剂、颗粒剂：0. 1g 、0.2g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,PRN,否,是,ACTIVE
MED-2026-W078-02,布洛芬（胶囊）,Ibuprofen,WESTERN,CAPSULE,0.2g,粒,0.2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,PRN,否,是,ACTIVE
MED-2026-W078-03,布洛芬（片剂）,Ibuprofen,WESTERN,TABLET,缓释（片剂、胶囊）：0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,PRN,否,是,ACTIVE
MED-2026-W078-04,布洛芬（混悬液）,Ibuprofen,WESTERN,ORAL_LIQUID,60ml ∶1.2g 、100ml ∶2g,瓶,60,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,PRN,否,是,ACTIVE
MED-2026-W079-01,双氯芬酸钠（肠溶片）,Diclofenac Sodium,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W079-02,双氯芬酸钠（缓释片剂）,Diclofenac Sodium,WESTERN,TABLET,50mg 、75mg 、100mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W079-03,双氯芬酸钠（缓释胶囊）,Diclofenac Sodium,WESTERN,CAPSULE,50mg 、100mg,粒,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W080,洛索洛芬钠片剂,Loxoprofen Sodium,WESTERN,TABLET,60mg,片,60,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W081,氟比洛芬酯注射液,Flurbinprofen Axetil,WESTERN,INJECTION,5ml ∶50mg,支,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,BID,否,是,ACTIVE
MED-2026-W082,吲哚美辛栓剂,Indometacin,WESTERN,SUPPOSITORY,25mg 、50mg 、100mg,枚,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,RECTAL,BID,否,是,ACTIVE
MED-2026-W083,来氟米特片剂,Leflunomide,WESTERN,TABLET,5mg 、10mg 、20mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W084-01,美沙拉秦（美沙拉嗪）（肠溶片）,Mesalazine,WESTERN,TABLET,0.25g 、0.5g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W084-02,美沙拉秦（美沙拉嗪）（缓释片）,Mesalazine,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W084-03,美沙拉秦（美沙拉嗪）（栓剂）,Mesalazine,WESTERN,SUPPOSITORY,0.5g 、1g,枚,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,RECTAL,BID,否,是,ACTIVE
MED-2026-W084-04,美沙拉秦（美沙拉嗪）（缓释颗粒）,Mesalazine,WESTERN,GRANULE,0.5g,袋,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W084-05,美沙拉秦（美沙拉嗪）（灌肠剂）,Mesalazine,WESTERN,OTHER,60g∶4g,盒,60,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W085,青霉胺片剂,Penicillamine,WESTERN,TABLET,0. 125g,片,125,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W086,别嘌醇片剂,Allopurinol,WESTERN,TABLET,0. 1g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W087,非布司他片剂,Febuxostat,WESTERN,TABLET,20mg 、40mg 、80mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W088,秋水仙碱片剂,Colchicine,WESTERN,TABLET,0.5mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W089,苯溴马隆片剂,Benzbromarone,WESTERN,TABLET,片剂、胶囊：50mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,BID,否,是,ACTIVE
MED-2026-W090,金刚烷胺片剂,Amantadine,WESTERN,TABLET,0. 1g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W091,苯海索片剂,Trihexyphenidyl,WESTERN,TABLET,2mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W092,多巴丝肼片剂,Levodopa and Benserazide Hydrochloride,WESTERN,TABLET,片剂、胶囊：0.125g（0.1g∶0.025g）、 0.25g（0.2g∶0.05g）（左旋多巴∶苄丝肼）,片,0.125,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W093-01,普拉克索（片剂）,Pramipexole,WESTERN,TABLET,0. 125mg 、0.25mg 、1.0mg,片,125,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W093-02,普拉克索（缓释片）,Pramipexole,WESTERN,TABLET,0.375mg、0.75mg、1.5mg、 3.0mg 、4.5mg,片,0.375,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W094,恩他卡朋片剂,Entacapone,WESTERN,TABLET,0.2g,片,0.2,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W095,溴隐亭片剂,Bromocriptine,WESTERN,TABLET,2.5mg,片,2.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W096,新斯的明注射液,Neostigmine,WESTERN,INJECTION,1ml ∶0.5mg 、2ml ∶1mg、 4ml ∶2mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W097,溴吡斯的明片剂,Pyridostigmine Bromide,WESTERN,TABLET,60mg,片,60,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W098-01,卡马西平（片剂）,Carbamazepine,WESTERN,TABLET,0. 1g 、0.2g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W098-02,卡马西平（缓释片）,Carbamazepine,WESTERN,TABLET,0. 1g 、0.2g 、0.4g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W099-01,奥卡西平（片剂）,Oxcarbazepine,WESTERN,TABLET,0. 15g 、0.3g,片,15,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W099-02,奥卡西平（混悬液）,Oxcarbazepine,WESTERN,ORAL_LIQUID,60mg/ml,瓶,60,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W100-01,丙戊酸钠（片剂）,Sodium Valproate,WESTERN,TABLET,0. 1g 、0.2g,片,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W100-02,丙戊酸钠（缓释片）,Sodium Valproate,WESTERN,TABLET,0.5g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W100-03,丙戊酸钠（口服溶液剂）,Sodium Valproate,WESTERN,ORAL_LIQUID,300ml ∶12g,瓶,300,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W100-04,丙戊酸钠（注射用浓溶液）,Sodium Valproate,WESTERN,INJECTION,3ml ∶0.3g、 4ml ∶0.4g 、5ml ∶0.5g,支,3,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W101,苯妥英钠片剂,Phenytoin Sodium,WESTERN,TABLET,50mg 、100mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W102-01,苯巴比妥（片剂）,Phenobarbital,WESTERN,TABLET,15mg 、30mg 、100mg,片,15,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W102-02,苯巴比妥（注射液）,Phenobarbital,WESTERN,INJECTION,1ml ∶0. 1g 、2ml ∶0.2g,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W102-03,苯巴比妥（注射用无菌粉末）,Phenobarbital,WESTERN,INJECTION,0. 1g,支,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W103-01,拉莫三嗪（片剂）,Lamotrigine,WESTERN,TABLET,25mg 、50mg 、100mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W103-02,拉莫三嗪（分散片）,Lamotrigine,WESTERN,TABLET,25mg 、50mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W104-01,左乙拉西坦（片剂）,Levetiracetam,WESTERN,TABLET,0.25g 、0.5g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W104-02,左乙拉西坦（缓释片）,Levetiracetam,WESTERN,TABLET,0.5g 、0.75g,片,0.5,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W104-03,左乙拉西坦（口服溶液剂）,Levetiracetam,WESTERN,ORAL_LIQUID,100ml ∶10g、 150ml ∶15g 、300ml ∶30g 注射用浓溶液：5ml ∶0.5g,瓶,100,ml,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W105-01,尼莫地平（片剂）,Nimodipine,WESTERN,TABLET,片剂、胶囊：20mg 、30mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W105-02,尼莫地平（注射液）,Nimodipine,WESTERN,INJECTION,50ml ∶10mg,支,50,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W106-01,甘露醇（注射液）,Mannitol,WESTERN,INJECTION,50ml ∶10g 、 100ml ∶20g、 250ml ∶50g,支,50,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W106-02,甘露醇（注射液）,Mannitol,WESTERN,INJECTION,3000ml ∶150g（冲洗用）,支,3000,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W107-01,倍他司汀（片剂）,Betahistine,WESTERN,TABLET,（盐酸盐）片剂：4mg,片,4,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W107-02,倍他司汀（片剂）,Betahistine,WESTERN,TABLET,（甲磺酸盐）片剂：6mg,片,6,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W108,氟桂利嗪片剂,Flunarizine,WESTERN,TABLET,片剂、胶囊：5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W109-01,丁苯酞（软胶囊）,Butylphthalide,WESTERN,CAPSULE,0. 1g,粒,1,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W109-02,丁苯酞（氯化钠注射液）,Butylphthalide,WESTERN,INJECTION,100ml ∶25mg,支,100,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W110,依达拉奉右莰醇注射用浓溶液,Edaravone and Dexborneol,WESTERN,INJECTION,5ml：依达拉奉10mg 与右莰醇 2.5mg,支,5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IVGTT,QD,是,是,ACTIVE
MED-2026-W111,胞磷胆碱钠注射液,Citicoline Sodium,WESTERN,INJECTION,2ml ∶0.25g 、4ml ∶0.5g,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W112,尼可刹米注射液,Nikethamide,WESTERN,INJECTION,1.5ml ∶0.375g 、2ml ∶0.5g,支,1.5,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W113,洛贝林注射液,Lobeline,WESTERN,INJECTION,1ml ∶3mg 、1ml ∶10mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W114,石杉碱甲片剂,HuperzineA,WESTERN,TABLET,片剂、胶囊：50μg,片,50,μg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W115-01,多奈哌齐（片剂）,Donepezil,WESTERN,TABLET,5mg 、10mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W115-02,多奈哌齐（分散片）,Donepezil,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W115-03,多奈哌齐（口崩片）,Donepezil,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W116-01,奋乃静（片剂）,Perphenazine,WESTERN,TABLET,2mg 、4mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W116-02,奋乃静（注射液）,Perphenazine,WESTERN,INJECTION,1ml ∶5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W117-01,氯丙嗪（片剂）,Chlorpromazine,WESTERN,TABLET,12.5mg 、25mg 、50mg,片,12.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W117-02,氯丙嗪（注射液）,Chlorpromazine,WESTERN,INJECTION,1ml ∶10mg 、1ml ∶25mg、 2ml ∶50mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W118-01,氟哌啶醇（片剂）,Haloperidol,WESTERN,TABLET,2mg 、4mg,片,2,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W118-02,氟哌啶醇（注射液）,Haloperidol,WESTERN,INJECTION,1ml ∶5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W119,舒必利片剂,Sulpiride,WESTERN,TABLET,10mg 、50mg 、100mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W120,氨磺必利片剂,Amisulpride,WESTERN,TABLET,50mg 、200mg,片,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W121,癸氟奋乃静注射液,Fluphenazine Decanoate,WESTERN,INJECTION,1ml ∶25mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W122-01,氯氮平（片剂）,Clozapine,WESTERN,TABLET,25mg 、50mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W122-02,氯氮平（口崩片）,Clozapine,WESTERN,TABLET,25mg 、100mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W123-01,奥氮平（片剂）,Olanzapine,WESTERN,TABLET,5mg 、10mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W123-02,奥氮平（口崩片）,Olanzapine,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W124-01,利培酮（片剂）,Risperidone,WESTERN,TABLET,1mg 、2mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W124-02,利培酮（口崩片）,Risperidone,WESTERN,TABLET,1mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W124-03,利培酮（口服溶液剂）,Risperidone,WESTERN,ORAL_LIQUID,0.1%,瓶,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W125-01,帕利哌酮（缓释片）,Paliperidone,WESTERN,TABLET,3mg 、6mg 、9mg,片,3,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W125-02,帕利哌酮（注射液）,Paliperidone,WESTERN,INJECTION,（棕榈酸酯）注射液：0.75ml ∶75mg、 1.0ml ∶100mg 、1.5ml ∶150mg,支,0.75,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W126,喹硫平片剂,Quetiapine,WESTERN,TABLET,25mg 、100mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W127,阿立哌唑片剂,Aripiprazole,WESTERN,TABLET,片剂、口崩片：5mg 、10mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W128,五氟利多片剂,Penfluridol,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W129,鲁拉西酮片剂,Lurasidone,WESTERN,TABLET,20mg 、40mg 、80mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W130-01,帕罗西汀（片剂）,Paroxetine,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W130-02,帕罗西汀（肠溶缓释片）,Paroxetine,WESTERN,TABLET,12.5mg、25mg、37.5mg,片,12.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W131-01,氟西汀（片剂）,Fluoxetine,WESTERN,TABLET,10mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W131-02,氟西汀（胶囊）,Fluoxetine,WESTERN,CAPSULE,20mg,粒,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W131-03,氟西汀（分散片）,Fluoxetine,WESTERN,TABLET,20mg,片,20,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W132,阿米替林片剂,Amitriptyline,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W133,多塞平片剂,Doxepin,WESTERN,TABLET,25mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W134,米氮平片剂,Mirtazapine,WESTERN,TABLET,15mg 、30mg,片,15,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W135-01,氯米帕明（片剂）,Clomipramine,WESTERN,TABLET,10mg 、25mg,片,10,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W135-02,氯米帕明（注射液）,Clomipramine,WESTERN,INJECTION,2ml ∶25mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W136,艾司西酞普兰片剂,Escitalopram,WESTERN,TABLET,5mg 、10mg 、20mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W137-01,文拉法辛（片剂）,Venlafaxine,WESTERN,TABLET,片剂、胶囊：25mg 、50mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W137-02,文拉法辛（缓释片）,Venlafaxine,WESTERN,TABLET,75mg,片,75,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W137-03,文拉法辛（缓释胶囊）,Venlafaxine,WESTERN,CAPSULE,75mg 、150mg,粒,75,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W138-01,舍曲林（片剂）,Sertraline,WESTERN,TABLET,25mg 、50mg 、100mg,片,25,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W138-02,舍曲林（胶囊）,Sertraline,WESTERN,CAPSULE,50mg,粒,50,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W139-01,地西泮（片剂）,Diazepam,WESTERN,TABLET,2.5mg 、5mg,片,2.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W139-02,地西泮（注射液）,Diazepam,WESTERN,INJECTION,2ml ∶10mg,支,2,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W140,氯硝西泮片剂,Clonazepam,WESTERN,TABLET,0.5mg 、2mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W141,劳拉西泮片剂,Lorazepam,WESTERN,TABLET,0.5mg 、1mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W142,艾司唑仑片剂,Estazolam,WESTERN,TABLET,1mg 、2mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W143,阿普唑仑片剂,Alprazolam,WESTERN,TABLET,0.4mg,片,0.4,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W144,坦度螺酮片剂,Tandospirone,WESTERN,TABLET,片剂、胶囊：5mg 、10mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W145,丁螺环酮片剂,Buspirone,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W146-01,碳酸锂（片剂）,Lithium Carbonate,WESTERN,TABLET,0.25g,片,0.25,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W146-02,碳酸锂（缓释片）,Lithium Carbonate,WESTERN,TABLET,0.3g,片,0.3,g,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W147,佐匹克隆片剂,Zopiclone,WESTERN,TABLET,3.75mg 、7.5mg,片,3.75,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W148,右佐匹克隆片剂,Dexzopiclone,WESTERN,TABLET,1mg 、2mg 、3mg,片,1,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W149-01,咪达唑仑（片剂）,Midazolam,WESTERN,TABLET,15mg,片,15,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W149-02,咪达唑仑（口服溶液剂）,Midazolam,WESTERN,ORAL_LIQUID,0.2%,瓶,,,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W149-03,咪达唑仑（注射液）,Midazolam,WESTERN,INJECTION,1ml ∶5mg 、2ml ∶10mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W150,唑吡坦片剂,Zolpidem,WESTERN,TABLET,5mg 、10mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W151-01,硝酸甘油（片剂）,Nitroglycerin,WESTERN,TABLET,0.5mg,片,0.5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W151-02,硝酸甘油（舌下片）,Nitroglycerin,WESTERN,TABLET,0.6mg,片,0.6,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
MED-2026-W151-03,硝酸甘油（注射液）,Nitroglycerin,WESTERN,INJECTION,1ml ∶5mg,支,1,ml,ROOM_TEMPERATURE,是,是,否,,否,,,IM,QD,是,是,ACTIVE
MED-2026-W152-01,硝酸异山梨酯（片剂）,Isosorbide Dinitrate,WESTERN,TABLET,5mg,片,5,mg,ROOM_TEMPERATURE,是,是,否,,否,,,ORAL,QD,是,是,ACTIVE
